Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,date,country
18093,1.23,Ideal,H,SI1,62.3,58.0,7313.0,6.85,6.89,4.28,2022-09-23,Egypt
18094,1.51,Good,E,SI2,64.3,58.0,7314.0,7.24,,4.62,2022-09-17,Spain
18095,1.51,,J,,58.4,60.0,7314.0,7.58,7.53,4.41,2022-09-18,Tunisia
18096,1.42,Premium,H,SI2,61.6,58.0,7316.0,7.22,7.17,4.43,2022-09-25,Jordan
18097,1.21,,G,VS2,63.0,58.0,7318.0,6.72,6.67,4.22,2022-09-07,Tonga
18098,1.2,Very Good,G,VS2,62.0,55.0,7318.0,6.8,6.84,4.23,2022-09-11,Bosnia And Herzegowina
18099,1.55,Premium,H,SI2,62.0,56.0,7319.0,7.41,,4.58,2022-09-24,Armenia
18100,1.37,Premium,J,VVS2,59.4,61.0,7319.0,7.29,7.25,4.32,2022-09-27,Bolivia
18101,1.52,Very Good,F,SI2,63.1,60.0,7320.0,7.25,7.21,4.56,,Afghanistan
18102,1.21,Premium,G,VS2,62.2,58.0,7320.0,6.78,6.88,4.25,2022-09-14,Guadeloupe
18103,1.51,Premium,H,SI2,,59.0,7321.0,7.26,7.16,4.54,2022-09-06,Benin
18104,1.02,,G,VS1,61.3,57.0,7324.0,6.48,6.51,,2022-09-22,Italy
18105,1.02,Ideal,G,VS1,61.0,57.0,7324.0,6.48,6.5,3.96,2022-09-19,Congo
18106,1.41,Ideal,H,SI2,62.7,56.0,7324.0,7.11,7.17,4.48,2022-09-19,Zaire
18107,1.33,Ideal,I,VS2,62.6,55.0,7325.0,,7.05,4.4,2022-09-21,Christmas Island
18108,1.11,Ideal,E,VS2,62.2,56.0,7326.0,6.59,,4.12,2022-09-24,Botswana
18109,1.02,Ideal,F,VS2,62.0,56.0,7326.0,6.42,6.45,3.99,2022-09-24,Guinea-bissau
18110,1.56,Premium,I,VS2,60.8,59.0,7326.0,,7.51,4.58,2022-09-03,Monaco
18111,1.25,Premium,H,VS1,62.7,59.0,7328.0,6.82,6.86,4.29,2022-09-10,St Vincent/Grenadines
18112,1.03,,F,VS1,61.8,59.0,7328.0,6.46,6.48,4.0,2022-09-18,Guadeloupe
18113,,,I,VS1,61.6,56.0,7328.0,6.81,6.83,4.2,2022-09-18,Dominica
18114,1.05,Ideal,H,IF,61.2,55.0,7329.0,6.62,6.59,4.04,2022-09-06,Antigua And Barbuda
18115,1.01,Very Good,E,VS1,62.9,60.0,7332.0,6.33,6.43,4.01,2022-09-24,Uruguay
18116,1.01,Good,G,VVS2,62.4,59.0,7332.0,6.32,6.37,3.96,2022-09-07,Dominica
18117,1.3,Very Good,I,VS1,62.1,59.0,7333.0,6.97,7.01,,2022-08-30,Zimbabwe
18118,1.58,Fair,H,SI1,64.7,58.0,7333.0,7.28,,4.69,2022-09-27,France
18119,1.06,Ideal,F,VS2,62.1,,7334.0,6.52,6.55,4.06,2022-09-17,Germany
18120,1.21,Premium,E,SI1,62.6,58.0,7334.0,6.82,6.79,4.26,2022-09-21,Virgin Islands (British)
18121,1.13,Fair,F,VS1,64.5,55.0,7335.0,6.62,,,2107-10-21,Turkey
18122,,Ideal,E,SI2,62.1,55.0,7336.0,6.91,6.84,,2022-09-03,Qatar
18123,1.0,Premium,F,VS1,62.3,61.0,7336.0,6.38,6.33,3.96,2022-09-28,Poland
18124,1.01,Ideal,F,VS2,62.5,55.0,,6.38,6.41,,,Antigua And Barbuda
18125,1.44,Fair,H,VS1,58.1,69.0,7338.0,7.49,7.34,4.32,2022-09-25,Samoa
18126,1.2,Premium,D,SI1,59.7,59.0,7338.0,,,4.11,2022-09-11,Lithuania
18127,1.12,Premium,G,VS1,58.4,58.0,7338.0,6.87,6.84,4.0,2022-09-06,Afghanistan
18128,1.04,Ideal,F,,63.0,56.0,7338.0,6.5,6.45,4.08,2022-09-03,Guam
18129,1.41,Very Good,H,SI2,58.5,57.0,7339.0,7.36,7.44,4.33,2022-09-11,Cocos Islands
18130,1.51,Good,H,SI2,59.9,64.0,7340.0,7.53,7.39,4.47,2022-09-15,Mauritius
18131,1.51,Premium,H,SI2,60.2,62.0,7340.0,7.43,7.38,4.46,2022-09-02,Pakistan
18132,1.51,Premium,H,SI2,62.1,58.0,7340.0,7.34,,4.52,2022-09-06,Ukraine
18133,1.52,Premium,I,SI2,62.5,56.0,7341.0,7.35,7.33,,2022-09-07,Cayman Islands
18134,1.33,Premium,E,SI2,62.0,57.0,7341.0,7.15,7.08,4.41,2022-09-16,Viet Nam
18135,1.0,Very Good,F,VS2,61.1,60.0,7343.0,6.4,6.46,3.93,2022-09-01,French Polynesia
18136,1.06,Ideal,F,VS1,61.9,57.0,7345.0,,6.55,4.05,2022-09-08,Niue
18137,1.06,Very Good,D,VS2,62.8,55.0,7345.0,6.53,6.56,4.11,2022-09-19,American Samoa
18138,1.4,Very Good,F,,59.9,60.0,7345.0,7.29,7.38,4.44,2022-09-16,Libya
18139,1.59,Very Good,I,SI2,61.9,58.0,,7.46,7.5,4.63,2022-09-11,Vanuatu
18140,1.37,Ideal,I,,61.5,55.0,7346.0,7.18,7.2,4.42,2022-08-31,St Vincent/Grenadines
18141,1.01,Ideal,F,VS2,61.7,55.0,7347.0,6.42,6.46,3.98,2022-09-18,Bahrain
18142,1.21,Ideal,F,SI1,61.2,59.0,7349.0,6.8,6.85,4.18,2099-10-26,Central African Rep
18143,1.54,Good,J,SI1,62.9,62.0,7349.0,,7.36,4.61,2022-09-28,Pakistan
18144,1.0,Very Good,F,VS1,63.7,57.0,7350.0,6.33,6.35,4.04,2104-02-26,Indonesia
18145,1.24,Premium,D,SI1,62.4,59.0,7351.0,6.82,6.86,4.27,2022-09-17,Tanzania
18146,1.02,Premium,F,VS1,62.0,59.0,7351.0,6.39,6.41,3.97,2022-09-21,Spain
18147,1.02,Premium,F,VS1,61.9,58.0,7351.0,6.45,6.5,4.01,2022-09-04,Jamaica
18148,1.01,Premium,G,,61.3,58.0,7352.0,6.48,6.4,3.95,2022-09-13,Bolivia
18149,1.01,Premium,F,VS1,59.4,60.0,7353.0,6.5,6.46,3.85,2022-09-12,Japan
18150,1.14,,H,VVS2,,56.0,7354.0,6.69,6.72,4.15,2108-09-02,Thailand
18151,1.01,Ideal,E,VS2,62.1,56.0,,6.41,6.45,3.99,2022-09-05,Turkey
18152,1.52,Ideal,J,SI1,61.9,57.0,7356.0,7.33,7.37,4.55,2022-09-07,New Zealand
18153,1.4,Premium,,SI2,62.0,60.0,,,7.1,4.42,2022-09-11,Nigeria
18154,1.51,Premium,J,VS2,60.7,60.0,7357.0,7.43,7.36,4.49,2022-09-15,Iraq
18155,1.09,Ideal,G,VS2,,56.0,7357.0,6.62,6.64,4.06,,Niger
18156,1.05,Ideal,G,VS1,62.2,57.0,7357.0,6.49,6.51,,2022-09-08,New Caledonia
18157,1.02,Ideal,G,VS1,61.5,55.0,7357.0,6.49,6.52,4.0,2022-09-09,Liechtenstein
18158,,,J,VS2,59.7,59.0,7358.0,7.36,7.39,4.4,2022-09-01,Thailand
18159,1.24,Premium,H,VS1,61.2,59.0,7358.0,6.91,6.94,,2109-08-20,Algeria
18160,1.31,Premium,G,SI1,62.2,56.0,7358.0,7.02,6.97,4.35,2022-09-07,Kenya
18161,1.21,Good,G,VS2,59.1,61.0,7359.0,6.95,6.89,,2022-09-28,Zambia
18162,1.2,Premium,E,SI1,60.3,57.0,7362.0,,6.84,4.17,2022-09-18,Brazil
18163,1.51,Ideal,I,SI2,,58.0,7362.0,7.33,7.42,4.51,2022-09-20,Bahrain
18164,1.12,Ideal,G,,62.1,55.0,7364.0,6.64,6.67,4.13,2022-09-03,Georgia
18165,1.5,Very Good,H,SI2,62.1,59.0,7365.0,7.24,7.28,4.51,2022-09-16,Brunei Darussalam
18166,1.37,Very Good,E,SI2,62.5,59.0,7365.0,6.98,7.04,4.38,2022-09-02,Virgin Islands (U.S.)
18167,1.51,Good,I,SI1,63.9,63.0,7365.0,7.2,7.17,,2022-09-21,Sierra Leone
18168,1.03,Premium,F,,62.2,57.0,7365.0,6.51,6.47,4.04,2108-08-16,Haiti
18169,1.25,Ideal,H,VS2,62.2,57.0,7365.0,6.92,6.88,4.29,2022-09-13,Russian Federation
18170,1.01,Ideal,G,VVS2,60.6,57.0,7366.0,6.54,6.5,3.95,2022-09-18,East Timor
18171,1.01,Premium,G,VVS2,59.4,58.0,7366.0,6.53,6.51,3.93,2022-09-28,Macedonia
18172,1.01,Premium,G,VVS2,63.0,59.0,7366.0,6.38,6.25,3.98,2022-09-23,Czech Republic
18173,1.01,Very Good,E,VS1,63.4,58.0,7366.0,6.38,6.36,4.04,2022-09-20,Burundi
18174,1.0,,E,VS1,59.4,56.0,7367.0,6.53,6.56,3.89,2022-09-17,Belgium
18175,1.2,Ideal,I,IF,61.5,56.0,,6.79,6.84,4.19,2022-08-31,Swaziland
18176,1.5,Good,J,VS2,59.6,60.0,7368.0,7.31,7.38,4.38,2022-08-30,Burundi
18177,1.13,Ideal,F,VS2,62.1,56.0,,6.65,6.71,4.15,2022-09-27,Norway
18178,1.01,Very Good,F,VS2,61.5,54.0,7370.0,6.45,6.5,3.98,,Burundi
18179,1.52,Good,J,VS2,63.3,56.0,7370.0,7.27,7.33,4.62,2022-09-22,Barbados
18180,1.52,Good,J,VS2,63.5,58.0,7370.0,,7.28,4.61,2022-09-04,St Vincent/Grenadines
18181,,Ideal,E,VS2,61.3,58.0,7370.0,,6.44,3.94,2022-09-12,Antarctica
18182,1.2,Very Good,G,VS2,63.1,57.0,7371.0,6.69,6.74,4.24,2022-09-26,Guatemala
18183,1.14,Ideal,G,VS2,62.0,55.0,7371.0,6.68,6.77,4.17,2022-09-05,Bangladesh
18184,1.11,Premium,F,VS2,61.9,58.0,7371.0,6.7,6.64,4.13,2022-09-25,Bosnia And Herzegowina
18185,1.01,Premium,F,VS1,61.7,58.0,7372.0,6.4,,3.96,2022-09-25,Pakistan
18186,1.22,Very Good,F,SI1,60.5,58.0,7372.0,6.91,6.97,4.2,,Pakistan
18187,1.2,Very Good,G,SI1,61.9,58.0,7372.0,6.74,6.79,4.19,2022-09-18,Afghanistan
18188,1.2,Ideal,G,SI1,61.6,57.0,7372.0,6.85,6.88,4.23,2022-09-01,Malaysia
18189,1.2,Ideal,G,,62.7,56.0,,6.78,6.83,4.27,2022-09-28,Viet Nam
18190,1.05,Ideal,F,VS1,60.4,56.0,7373.0,6.61,6.63,4.0,2022-09-20,Moldova
18191,1.04,Ideal,G,VS1,,58.0,,6.5,6.53,3.99,2022-09-15,Zambia
18192,1.09,,G,VS1,62.5,58.0,7378.0,6.49,6.59,4.09,2096-08-25,Maldives
18193,1.25,,H,VS2,60.4,59.0,7378.0,6.96,6.92,,2022-09-18,Virgin Islands (U.S.)
18194,1.2,Good,,VS2,62.2,58.0,7380.0,6.72,,4.19,2022-09-25,Netherlands Antilles
18195,1.51,Good,D,SI2,,65.0,7384.0,,7.38,4.53,2022-09-06,Lebanon
18196,1.09,Ideal,F,VS2,60.9,54.0,7385.0,6.66,6.73,,2022-09-15,Vatican City State
18197,1.57,Premium,I,VS2,60.8,59.0,7385.0,7.5,7.47,4.55,2022-09-24,Sri Lanka
18198,1.57,Ideal,I,SI2,62.8,57.0,7385.0,7.39,7.36,4.63,2022-09-11,St. Helena
18199,1.23,Ideal,H,VVS2,,55.0,7387.0,6.9,6.94,4.24,,Samoa
18200,1.46,Very Good,I,SI1,62.8,,7387.0,7.13,7.21,4.5,2022-09-11,Falkland Islands (Malvinas)
18201,1.52,Ideal,H,SI2,62.3,56.0,7388.0,7.34,7.24,4.54,2022-09-04,Somalia
18202,1.52,Fair,H,SI2,64.9,58.0,7388.0,7.23,7.19,4.68,2022-09-03,Myanmar
18203,1.52,Fair,H,SI2,65.0,57.0,7388.0,7.12,7.09,4.62,2022-09-06,Poland
18204,1.32,Very Good,H,SI1,62.3,58.0,7389.0,6.96,7.0,4.35,2022-09-17,Georgia
18205,1.02,Premium,F,VS1,61.9,59.0,7389.0,6.44,,3.97,2022-09-03,Morocco
18206,1.19,Premium,G,VS2,61.9,58.0,7389.0,6.86,6.74,,2093-10-10,Australia
18207,1.53,Premium,I,,62.7,62.0,7389.0,7.41,7.23,4.59,2022-08-30,Cayman Islands
18208,1.25,Premium,G,VVS1,62.0,58.0,7389.0,6.96,6.87,4.29,2022-09-07,Algeria
18209,1.02,Premium,D,VS2,62.9,60.0,7389.0,6.42,6.37,4.02,2022-09-16,Sudan
18210,1.03,,G,VS1,61.2,57.0,7391.0,6.5,,3.99,2022-09-07,Congo
18211,1.03,Ideal,G,VS1,62.4,56.0,7391.0,6.44,6.47,4.03,2022-09-24,Ireland
18212,1.0,Premium,E,VS1,58.7,62.0,7392.0,6.6,6.55,3.86,2022-09-23,Lebanon
18213,1.0,Fair,E,VS1,64.4,55.0,7392.0,6.33,6.3,4.07,2022-08-31,Chile
18214,1.5,Very Good,I,SI2,60.8,58.0,7392.0,7.24,7.34,4.43,2022-09-08,Cameroon
18215,1.5,Very Good,,SI2,62.7,57.0,7392.0,7.28,7.35,4.59,,Mali
18216,,Ideal,F,VS2,62.3,56.0,7392.0,6.43,6.45,4.01,2022-09-01,Dominican Republic
18217,1.0,Premium,G,VVS2,60.5,62.0,7392.0,6.44,,3.88,2022-09-09,French S. Territories
18218,1.0,Premium,,VS1,61.9,60.0,7392.0,6.44,6.41,3.98,2022-09-20,Nauru
18219,1.0,Good,,VS1,63.6,59.0,7392.0,6.35,,4.03,2022-08-31,Ukraine
18220,1.0,Premium,D,VS2,59.8,58.0,7392.0,6.55,6.47,3.89,2022-09-16,Solomon Islands
18221,0.9,Ideal,D,VS1,61.9,59.0,7393.0,,6.17,3.81,2022-09-05,Mozambique
18222,1.22,Premium,E,SI1,62.3,59.0,7395.0,6.8,6.74,4.22,2022-09-13,Argentina
18223,1.22,Premium,E,SI1,62.6,58.0,7395.0,6.8,6.78,4.25,2022-09-28,Cote D`ivoire
18224,1.31,Premium,H,SI1,59.3,59.0,7395.0,7.18,7.13,4.24,2022-09-06,Panama
18225,1.19,Premium,G,VS2,58.9,61.0,7397.0,6.88,6.81,4.03,2022-08-30,Myanmar
18226,1.04,Good,F,VS1,63.2,57.0,7399.0,6.41,6.44,4.06,2104-10-16,Andorra
18227,1.1,Premium,G,VS1,58.4,60.0,7399.0,6.85,6.81,,2022-09-01,St. Helena
18228,1.51,Very Good,I,SI2,62.5,59.0,7400.0,7.27,7.32,4.56,2022-09-07,Saint Kitts And Nevis
18229,1.26,Ideal,H,SI1,60.8,57.0,7400.0,7.01,6.97,4.25,2022-09-09,Vatican City State
18230,1.5,Very Good,J,VS2,62.4,60.0,7402.0,7.21,7.32,4.53,2022-09-06,Oman
18231,1.0,Ideal,G,VVS2,62.6,55.0,7403.0,6.37,6.4,4.0,2022-09-03,Mauritius
18232,2.04,Premium,I,I1,61.1,61.0,7403.0,8.25,8.12,5.0,2022-09-26,Nauru
18233,1.13,Premium,,VS1,58.6,59.0,7404.0,6.91,6.84,4.03,,Guam
18234,1.13,Premium,G,VS1,60.0,60.0,7404.0,6.87,6.72,4.08,2022-08-31,Lesotho
18235,1.13,Ideal,G,,61.7,54.0,7404.0,6.77,6.71,4.16,2022-09-08,Namibia
18236,1.2,Premium,G,VS2,62.4,59.0,7405.0,6.74,6.68,4.19,2099-07-21,Gabon
18237,1.1,Very Good,G,VS2,61.9,,7405.0,6.57,6.63,4.09,2022-09-20,Seychelles
18238,1.53,Very Good,I,SI2,61.6,56.0,7406.0,7.39,7.45,4.57,2022-09-15,Micronesia
18239,1.06,Premium,E,VS2,61.3,,7408.0,6.56,6.52,4.01,2022-09-06,Solomon Islands
18240,1.64,Very Good,J,SI2,62.5,58.0,7409.0,7.48,7.56,4.7,2022-09-26,Mongolia
18241,1.14,Ideal,H,VS2,61.1,57.0,7409.0,6.71,6.78,4.12,2022-09-03,Slovenia
18242,1.75,Ideal,H,I1,61.5,,7409.0,7.78,7.75,4.78,2022-09-24,Belgium
18243,1.01,Ideal,F,VS2,61.2,58.0,7409.0,6.45,6.43,3.94,2022-09-04,Barbados
18244,1.01,Premium,F,VS1,60.4,,7409.0,6.54,6.5,,2022-09-02,Pitcairn
18245,1.01,Very Good,F,VS2,62.9,,7411.0,6.36,6.42,4.02,2022-09-25,Northern Mariana Islands
18246,1.01,Ideal,F,VS2,60.9,58.0,7411.0,6.43,6.47,3.93,2022-09-02,India
18247,1.01,Very Good,G,VVS1,63.1,59.0,7412.0,6.42,6.33,4.02,2022-09-06,Brazil
18248,1.01,Ideal,,VS1,60.8,57.0,7412.0,6.54,6.52,3.97,2022-09-23,Bermuda
18249,1.17,Ideal,G,VS2,61.3,56.0,7413.0,,6.81,4.17,,Indonesia
18250,1.2,Ideal,G,VS2,62.6,57.0,,6.74,6.81,4.24,2095-06-27,Estonia
18251,1.17,Ideal,G,VS2,,56.0,,6.71,6.74,4.17,2022-09-02,St.Pierre
18252,1.25,Very Good,H,VS2,60.3,54.0,7414.0,7.0,7.03,4.23,,Latvia
18253,1.7,Premium,G,SI2,62.2,59.0,7414.0,7.68,7.6,4.75,2022-09-14,Italy
18254,1.32,Ideal,G,SI1,61.9,57.0,7414.0,7.05,7.01,4.35,2022-09-25,Uzbekistan
18255,0.97,Very Good,G,VVS1,61.9,54.0,7415.0,6.33,6.36,3.93,2022-09-19,Liberia
18256,1.07,Very Good,D,VS2,62.4,57.0,7415.0,6.51,6.59,4.09,2022-09-08,Eritrea
18257,1.31,Very Good,H,VS2,61.4,59.0,7415.0,6.96,7.01,4.29,2022-09-17,Israel
18258,1.04,Ideal,,VS2,60.7,56.0,7415.0,6.59,6.54,3.99,2022-09-07,Bulgaria
18259,1.28,Ideal,G,SI1,62.4,58.0,7415.0,6.89,6.95,4.32,2097-06-10,St Vincent/Grenadines
18260,1.55,Ideal,J,VS2,61.7,57.0,7416.0,7.37,7.42,4.56,2022-09-12,Armenia
18261,1.21,Very Good,G,VS2,63.1,60.0,,6.72,6.66,4.22,2022-09-17,Trinidad And Tobago
18262,1.21,Very Good,G,VS2,63.1,58.0,7416.0,6.77,6.71,4.25,2022-09-12,Bhutan
18263,1.51,Premium,J,VS2,59.6,60.0,7418.0,7.48,7.58,4.49,2099-11-04,Armenia
18264,1.51,Very Good,J,VS2,60.2,59.0,7418.0,7.35,7.36,4.43,2022-09-15,Cayman Islands
18265,1.51,Good,J,VS2,62.8,59.0,7418.0,7.17,7.2,4.51,2022-09-07,Lithuania
18266,1.51,Very Good,J,VS2,62.8,59.0,7418.0,7.2,7.28,4.55,2022-09-13,Brazil
18267,1.51,Premium,J,VS2,62.3,59.0,7418.0,7.31,7.35,4.57,2022-09-07,Switzerland
18268,1.53,Very Good,J,VS2,62.9,59.0,7418.0,7.31,7.34,4.61,2022-09-27,Macau
18269,1.22,Ideal,H,VS1,62.3,55.0,7418.0,6.8,6.84,4.25,2022-09-01,Viet Nam
18270,1.44,Premium,H,SI2,62.1,55.0,7419.0,7.25,7.2,4.49,2022-09-07,Tajikistan
18271,1.0,,E,VS1,61.4,58.0,7420.0,6.44,6.42,3.95,,Senegal
18272,1.01,Ideal,E,VS2,61.5,57.0,7421.0,6.48,6.44,3.97,2022-09-10,Iceland
18273,1.36,Premium,E,SI2,61.7,59.0,7421.0,7.2,7.09,4.41,2022-09-01,Germany
18274,2.03,Premium,H,I1,59.4,59.0,7421.0,8.31,8.22,4.91,2022-09-20,Ukraine
18275,1.09,Premium,G,VS1,60.2,61.0,7422.0,6.71,,4.02,,Latvia
18276,1.01,Very Good,D,VS2,61.9,59.0,7422.0,6.35,6.44,3.96,2022-09-17,France
18277,1.17,Ideal,G,VS2,62.0,57.0,7423.0,6.74,6.78,4.19,2022-09-18,Belarus
18278,1.25,Ideal,H,SI1,62.0,58.0,7423.0,6.86,6.89,4.26,2022-09-22,Australia
18279,1.56,Very Good,,SI1,59.6,,,7.55,7.59,4.51,2022-09-06,Haiti
18280,1.21,Ideal,E,SI1,61.9,57.0,7424.0,6.88,6.79,,2022-09-26,New Caledonia
18281,1.26,Ideal,H,VS2,61.7,56.0,7424.0,6.95,6.89,4.27,2022-09-10,Costa Rica
18282,1.3,Premium,D,SI1,62.2,58.0,7426.0,6.93,6.83,4.28,2022-09-14,Macedonia
18283,1.21,Ideal,H,,62.6,54.8,7426.0,6.78,6.84,4.26,2022-09-11,Belize
18284,1.21,Very Good,H,VS2,,55.0,7426.0,6.75,6.8,4.26,2022-09-16,Maldives
18285,1.5,Very Good,J,VS2,63.3,57.0,7428.0,7.2,7.25,4.57,2022-09-23,Colombia
18286,1.34,Ideal,H,VS2,60.2,56.0,7429.0,7.23,7.18,4.34,2022-09-03,Laos
18287,1.03,,F,VS1,60.7,56.0,7429.0,6.6,,3.99,2022-09-08,Korea (South)
18288,1.01,Good,G,,63.1,56.0,7430.0,6.34,6.4,4.02,,Puerto Rico
18289,1.01,,E,VS1,61.6,57.0,7430.0,6.41,6.45,3.96,2084-01-07,New Caledonia
18290,1.22,Ideal,I,VS2,60.4,57.0,7430.0,6.91,6.99,4.2,2022-09-25,Guadeloupe
18291,1.23,Premium,H,VS2,59.5,59.0,7431.0,7.08,7.01,4.19,2022-09-04,Bhutan
18292,1.17,Very Good,F,VS2,62.4,56.0,7432.0,,6.76,4.2,,Viet Nam
18293,1.52,Fair,H,SI1,64.6,55.0,,7.24,7.19,4.66,2022-09-11,French S. Territories
18294,1.5,Good,G,SI1,58.4,65.0,7434.0,7.45,7.41,4.34,2022-09-02,Reunion
18295,1.19,Good,D,VS1,63.8,55.0,7437.0,6.68,6.64,4.25,2022-09-10,Guadeloupe
18296,1.42,Good,H,SI2,61.8,61.0,7437.0,7.01,7.09,4.36,2022-09-14,Guam
18297,1.54,Very Good,I,SI2,63.3,60.0,7437.0,7.34,7.31,4.64,2022-09-21,El Salvador
18298,1.12,Premium,F,VS2,62.8,56.0,7437.0,6.67,6.61,4.17,2022-09-25,Thailand
18299,1.47,Very Good,H,SI2,59.1,56.0,7438.0,7.46,7.51,4.42,2022-09-19,New Zealand
18300,1.47,Very Good,H,SI2,62.6,58.0,7438.0,7.17,7.24,4.51,2022-09-26,Guinea-bissau
18301,1.47,Very Good,H,SI2,59.3,59.0,7438.0,7.34,7.39,4.37,2022-08-30,Seychelles
18302,1.34,,D,SI2,61.5,58.0,7438.0,7.07,7.04,4.34,2022-08-31,Uzbekistan
18303,1.18,Ideal,G,VS2,60.9,56.0,7439.0,6.8,6.85,4.16,2022-09-24,Cote D`ivoire
18304,1.07,Ideal,H,VS1,61.0,57.0,7440.0,6.59,6.63,4.03,2022-09-09,Nicaragua
18305,1.02,Ideal,G,VS1,,57.0,7440.0,6.41,6.43,4.01,2022-09-01,Congo
18306,1.05,Ideal,G,VS1,62.8,58.0,7440.0,6.44,6.48,4.06,2022-09-28,Greece
18307,1.51,Very Good,I,SI2,60.6,,7441.0,7.32,7.37,4.45,2022-09-25,Belarus
18308,1.51,Premium,F,SI2,61.8,59.0,7441.0,,7.3,,2022-09-28,Equatorial Guinea
18309,1.51,Premium,J,SI1,63.0,58.0,7441.0,7.32,7.28,4.6,2022-09-19,Gambia
18310,1.51,Very Good,I,SI2,,60.0,7441.0,7.28,7.21,4.6,,Morocco
18311,1.11,Ideal,G,VS2,61.4,56.0,7443.0,6.65,6.7,4.1,2022-09-11,Congo
18312,1.09,Ideal,E,VS2,61.2,56.0,7443.0,6.62,6.67,4.07,2022-08-30,Cocos Islands
18313,1.21,Very Good,H,,62.6,58.0,7445.0,6.71,6.75,4.21,2022-09-14,Oman
18314,1.39,,E,SI2,,58.0,7445.0,7.11,6.99,4.42,2022-09-06,Burundi
18315,1.01,Very Good,D,VS2,63.1,58.0,7448.0,6.34,6.38,4.01,2022-09-03,Tonga
18316,1.0,Very Good,F,VS1,61.9,58.0,7450.0,6.34,6.37,3.94,2022-09-02,Kazakhstan
18317,1.01,Very Good,G,VS1,59.3,57.0,7451.0,,6.6,3.9,2022-09-21,Cote D`ivoire
18318,1.16,Ideal,G,VS2,62.5,56.0,7451.0,6.67,6.73,,2022-09-07,Suriname
18319,1.0,Premium,E,VS1,61.1,60.0,7452.0,6.41,,3.92,2022-09-04,Nauru
18320,1.0,Good,G,VVS2,63.1,58.0,7453.0,6.33,6.37,4.01,2022-09-11,Eritrea
18321,1.0,Very Good,G,VVS2,59.5,61.0,7453.0,6.42,6.46,3.83,2022-09-14,Congo
18322,1.54,Very Good,J,SI1,61.2,59.0,7453.0,7.41,7.45,4.55,2022-09-09,Uzbekistan
18323,1.0,Very Good,E,VS1,63.0,56.0,7453.0,6.39,6.41,4.03,2022-09-02,Gambia
18324,1.1,Ideal,F,,61.4,56.0,7453.0,6.64,6.68,4.09,2022-09-03,India
18325,1.34,Very Good,D,SI2,61.7,58.0,7453.0,7.04,7.1,4.36,2022-09-23,Iraq
18326,1.21,Premium,G,VS2,62.2,58.0,7454.0,6.88,6.78,4.25,2022-09-08,Saint Lucia
18327,1.01,Very Good,F,VS1,62.9,58.0,7455.0,6.29,6.31,3.96,2022-09-11,Puerto Rico
18328,1.51,Premium,J,,63.0,57.0,7455.0,7.38,7.29,4.62,2022-09-14,Somalia
18329,1.07,Very Good,G,VVS2,61.6,57.0,7457.0,6.55,6.59,4.05,2022-09-19,Guam
18330,1.04,Ideal,G,VS1,62.3,56.0,7457.0,6.45,6.49,4.03,,United States
18331,1.04,Ideal,G,VS1,61.5,57.0,7457.0,6.5,6.54,4.01,2022-09-25,Somalia
18332,1.01,Ideal,E,VS1,60.4,59.0,7458.0,6.52,6.5,3.93,2022-09-10,Chile
18333,1.31,Premium,H,VS2,62.5,58.0,7459.0,6.97,6.94,4.35,,Canada
18334,1.13,Ideal,I,VVS1,61.6,57.0,7459.0,6.67,6.75,4.12,2022-09-20,Virgin Islands (U.S.)
18335,1.04,Ideal,F,VS2,62.0,,7459.0,6.47,6.52,4.03,2022-09-19,Malta
18336,1.5,Very Good,H,SI1,62.0,63.0,7459.0,7.24,7.19,4.47,2022-09-23,China
18337,1.11,Ideal,E,VS2,62.2,56.0,7459.0,6.66,6.59,4.12,2022-09-26,Ireland
18338,1.5,Fair,E,SI2,65.8,,7459.0,7.17,7.11,4.7,2022-09-06,Uruguay
18339,1.5,Very Good,H,SI1,63.5,58.0,7459.0,7.23,7.17,4.57,2022-09-21,French S. Territories
18340,1.29,Ideal,G,SI1,60.9,59.0,7463.0,6.99,7.04,,2022-09-02,Argentina
18341,1.2,Ideal,F,SI1,61.5,53.0,7463.0,6.87,6.9,4.24,2022-08-30,Vatican City State
18342,1.7,Ideal,J,SI2,62.0,53.0,7464.0,7.68,7.65,4.75,2022-09-11,Russian Federation
18343,1.7,Good,I,SI2,63.6,59.0,7464.0,7.62,7.52,4.8,2022-09-27,Peru
18344,1.01,Ideal,F,VS1,61.3,57.0,7465.0,6.44,6.47,3.96,2022-09-19,Syrian Arab Republic
18345,1.01,Ideal,F,VS1,62.5,54.0,7465.0,6.43,6.46,4.03,2022-09-23,Jordan
18346,1.01,Premium,F,VS1,62.5,58.0,7465.0,6.37,6.42,4.0,2022-09-26,Turkey
18347,1.01,Ideal,F,VS1,62.0,57.0,7465.0,6.39,6.45,3.98,2022-09-28,Paraguay
18348,1.02,Ideal,E,VS2,,56.0,7465.0,6.56,6.62,3.97,2022-09-22,Papua New Guinea
18349,1.01,Premium,G,VVS2,61.6,60.0,7466.0,6.41,6.38,3.94,,Zimbabwe
18350,1.19,,H,VS1,62.5,54.0,7466.0,6.78,6.82,4.25,2022-09-04,Gibraltar
18351,1.01,Premium,E,VS1,62.9,60.0,7466.0,6.43,6.33,4.01,2022-09-14,Cape Verde
